Registration Number,Action ID,Builder,Promoter Name,Project Name,District,Taluka,Project Type,Approved On,Proposed Completion Date,Proposed Completion Date At Registration,Project Address,Latitude,Longitude,Total Units,Has Quarterly Update,Units Booked (Q3_FY25-26),Units Available (Q3_FY25-26),Units Booked (Q4_FY25-26),Units Available (Q4_FY25-26),Units Booked (Q1_FY26-27),Units Available (Q1_FY26-27)
PRM/KA/RERA/1251/446/PR/170915/000156,222,Sobha,Sobha Limited,Sobha Dream Acres - Rain Forest Phase 4 Wing 11,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-09-15,2020-07-01,2020-07-01,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1,, 60/3, 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur Hobli, Bangalore East",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170913/000109,226,Prestige,PRESTIGE ESTATES PROJECTS LIMITED,PRESTIGE PINEWOOD,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-09-13,2020-06-30,2020-06-30,"NO 68 TO 83, SINIVAGILU AMMANIKERE VILLAGE, BEGUR HOBLI, , BANGALORE SOUTH",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/170915/000202,228,Sobha,Sobha Limited,Sobha Dream Acres - Tropical Greens Phase 7 Wing 42,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-09-15,2021-01-01,2020-07-01,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3, 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/170915/000163,230,Sobha,Sobha Limited,Sobha Dream Acres - Tropical Greens Phase 9 Wing 45,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-09-15,2021-07-01,2021-01-01,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3,, 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur Hobli,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/170915/000160,231,Sobha,Sobha Limited,Sobha Dream Acres - Palm Springs Phase 14 Wing 53,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-09-15,2022-07-01,2021-10-01,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3, , 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur Hobli,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171014/000123,235,IndiaBuild,IndiaBuild Homes Private Limited,The Central Regency Address,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-14,2022-05-28,2021-08-31,"Khatha No 0821, Sy No 11, Ambalipura Village, Varthur Hobli, Ward No 150, Mahadevapura Zone, Bangalore-560102",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170905/000135,236,Vinayaka Builders and Developers,Vinayaka Builders and Developers,Century Indus Phase 2,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-09-05,2019-12-31,2018-12-31,"Sy 62, Pattangere village, Kengeri Hobli, Bangalore south taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171014/000201,240,Sobha,Sobha Limited,Sobha Clovelly,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-14,2020-10-01,2020-04-01,"PID No. 55/140-114, Kadhirenahalli Main, Subramanyapuram Main Road, Ward No. 114, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171014/000186,242,Golden Gate,GOLDEN GATE PROPERTIES LTD,Golden Panorama,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-14,2019-12-31,2019-12-31,"Sy No 42 Gubblala Village, Uttarahalli Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170913/000114,243,Prestige,PRESTIGE NOTTINGHILL INVESTMENTS,PRESTIGE FALCON CITY,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-09-13,2020-03-31,2020-03-31,"NO.1182, SY. NOS. 32/1 & OTHERS, DODDAKALLASANDRA VILLAGE, UTTARAHALLI HOBLI",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/170916/000257,245,Sobha,Sobha Limited,Sobha 25 Richmond,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-09-16,2019-07-17,2019-07-17,"Khata No. 76-29-24, Langford Garden, Richmond Town, Ward No. 111, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/170830/000320,246,Bren,BREN CORPORATION,BREN EDGEWATERS,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-08-30,2018-12-31,2018-12-31,"Sy.No. 33/1, 33/2 of Haralur Village, 30/8B of Kasavanahalli Village",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170915/000204,247,SRI NAKODA CONSTRUCTION LTD,SRI NAKODA CONSTRUCTION LTD,VALMARK ORCHARD SQUARE,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-09-15,2021-09-30,2019-12-31,"VALMARK ORCHARD SQUARE, J.P. NAGAR 8TH PHASE, KOTHANUR, OFF BANNERGHATTA ROAD",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170916/000117,249,Sobha,Sobha Limited,Sobha Valley View - Heritage,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-09-16,2019-02-01,2019-02-01,"Sy. No. 41/1 to 41/10, 42/3 to 42/6, 42/8, 42/9, 42/14 to 42/17, 40/1 to 40/8, Hosakerehalli Village, Uttarahalli Hobli, Bangalore South Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/171014/000124,253,IndiaBuild,IndiaBuild Developers Private Limited,The County Address,Bengaluru Urban,Anekal,Plotted Development,2017-10-14,2021-03-30,2019-12-30,"Sy.No 56,57,58(P),58/2(P),59/1,59/2(P),71/1(P),71/2,72/1 & 2,73,74(P),75(P), Ittanguru Village, Sarjapur Hobli, Bangalore district-562125",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170916/000125,254,Brigade,Brigade Enterprises Ltd,Brigade Panorama,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-09-16,2019-04-30,2019-04-30,"Survey No. 43/5, 43/30 & 238, Mysore Road, , Kambipura Village, Anchepalya",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171014/000344,257,VAISHNAVI INFRA,Vaishnavi Infrastructure Private Limited,VAISHNAVI ARS GARDENIA,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-14,2019-12-31,2019-12-31,"Khata No. 2208, Sy. No. 11/3 of Dasarahalli & 14/1A of Peenya, Ward No. 15,, S.M Road, Yeshwanthapura Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170915/000128,262,PRAMUK INFRACON LLP,Pramuk Infracon LLP,Pramuk MM Meridian,Bengaluru Urban,Bengaluru South,Mixed Development,2017-09-15,2019-09-30,2019-07-01,"46/1 KR Road, 7th Block Jayanagar",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/170913/000129,265,Prestige,PRESTIGE ESTATES PROJECTS LIMITED,PRESTIGE DEJAVU,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-09-13,2019-09-30,2019-09-30,"51/1, , PROMENADE ROAD",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171025/000310,267,Sterling Developers Private Limited,Sterling Developers Private Limited,Sterling Infinia,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-25,2026-09-30,2021-12-31,"Agara Village, Begur Hobli, earlier Bangalore South Taluk, , now Bangalore East Taluk, Bangalore",NA,NA,344,Yes,66,278,65,279,65,279
PRM/KA/RERA/1251/309/PR/170916/000146,273,SMART VALUE HOMES (PEENYA PROJECT) PRIVATE LIMITED,SMART VALUE HOMES (PEENYA PROJECT) PRIVATE LIMITED,NEW HAVEN BENGALURU PHASE II,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-09-16,2019-12-31,2018-12-31,"Survey No.3/2,3/3,4/2,2/3,2/4 at Sheshagiriraopalya village, Dasanapura Hobli, Bangalore North Taluk.",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171014/000161,275,Bhartiya,Bhartiya City Developers Private Limited,Nikoo Homes I (Towers 1 - 6 & 10),Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-14,2018-06-30,2018-06-30,"Bhartiya City, Khatha No.6/2, Thanisandra Main Road, Chokkanahalli Village Yelahanka Zone",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/171014/000263,278,Radiant,Radiant Properties,Radiant Spencer Annex,Bengaluru Urban,Anekal,Residential/Group Housing,2017-10-14,2020-05-31,2019-05-31,"Khatha No.84/51/1, SY No.51/1 &51/3 of Kammasandra Village, Attibele Hobli, ANEKAL Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171014/000148,281,Sterling Developers Private Limited,Sterling Developers Private Limited,Sterling Pointe,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-14,2023-11-10,2019-12-30,"Survey No. 32/1, Ward No. 7, Khata No. 492/452/32/1, Kempapura",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171014/000173,286,Relationship,Relationship Properties Private Limited,Parkwest - Olive - Tower 1,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-14,2018-07-31,2018-07-31,"Municipal No 1/1,Hosakere Road,, Binnypet,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171014/000162,289,RENAISSANCE HOLDINGS AND DEVELOPERS PVT LTD,RENAISSANCE HOLDINGS AND DEVELOPERS PVT LTD,"Renaissance Nature Walk Phase III (Building 04,Building 09 and Building 10)",Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-14,2020-07-31,2020-07-31,"Basavanapura Village, KR Puram Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/180208/000548,291,CORPORATE LEISURE AND PROPERTY DEVELOPMENTS PVT LTD,CORPORATE LEISURE AND PROPERTY DEVELOPMENTS PVT LTD,SUNCITY GLORIA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2018-02-08,2018-07-31,2018-07-31,"Doddakannalli, Sarajapur Main Road",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/170916/000151,296,CoEvolve Estates Pvt. Ltd. (formerly Asset Handlers Pvt. Ltd.),CoEvolve Estates Pvt. Ltd. (formerly Asset Handlers Pvt. Ltd.),CoEvolve Northern Star,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-09-16,2021-12-30,2021-03-31,"Sy# 86, Sampigehalli Rd, Chokkanahalli Village,, Yelahanka Hobli,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171016/000466,297,Monarch,Monarch,Monarch Aqua - Block A,Bengaluru Urban,Bengaluru East,Mixed Development,2017-10-16,2024-11-08,2024-02-08,"#14, 13/1,11/1,15 , Krishnarajapura Village",NA,NA,205,Yes,202,3,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171201/000630,298,Uniworth Finvest Private Limited,Uniworth Finvest Private Limited,Uniworth Serenity,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-12-01,2018-06-30,2018-06-30,"Sy No.107/4, Doddabele Road,, Kengeri,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171014/000372,299,VIJAYA ENTERPRISES,VIJAYA ENTERPRISES,Hara Vijaya Heights,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-14,2018-04-30,2018-04-30,"Khatha No. 84/7/14, Sy. No. 48, Old Sy. No. 7/14, Uttarahalli Manavarthe Kaval Village, Uttarahalli Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/170916/000172,306,Abraham & Thomas Engineers Pvt Ltd,Abraham & Thomas Engineers Pvt Ltd,Cumins Genesis,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-09-16,2019-06-30,2019-06-30,"Survey No 505/1& 505/2, Kalkere Village, KR Puram Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170915/000183,307,HV Ventures,HV Ventures Projects Pvt Ltd,Habitat Iluminar,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-09-15,2022-06-30,2020-12-31,"Sy. No.49/1, 49/2A & 49/2B Mylasandra Village, Kengeri (H), Bengaluru South Taluk, Bengaluru",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171014/000197,311,Bhartiya,Bhartiya Urban Private Limited,Nikoo Homes II East,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-14,2021-12-30,2021-06-30,"Bhartiya City, Khata 6/1, Thanisandra Main Road, Chokkanahalli, Yelahanka",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171014/000188,313,Bhartiya,Bhartiya Urban  Private Limited,Nikoo Homes II West,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-14,2023-03-30,2022-06-30,"Bhartiya City, Khatha No.6/1, Chokkanahalli Village, Yelahanka Zone",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/170915/000176,314,Prestige,Prestige Habitat Ventures,Prestige Lakeside Habitat,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-09-15,2020-01-31,2020-01-31,"Prestige Lakeside Habitat, Gunjur Village, Varthur Hobli, Bangalore East Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171015/000184,316,Bhartiya,Bhartiya Urban Private Limited,Bhartiya Leela Residences,Bengaluru Urban,Bengaluru North,Commercial,2017-10-15,2022-06-30,2020-09-30,"Bhartiya City, Khatha No.6/2, Chokkanahalli Village, Yelahanka Zone",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171015/000292,323,Relationship,Relationship Properties Private Limited,Parkwest - Mulberry - Tower 3,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-15,2018-11-30,2018-11-30,"Municipal No 1/1, Hosakere Road,, Binnypet, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171014/000279,330,DNR,DNR CORPORATION PVT LTD,DNR REFLECTION,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-14,2019-06-30,2019-06-30,"833 33 SURVEY N0 33 , IBLUR VILLAGE",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171208/000187,331,MEDA ETERNITY,MEDA ETERNITY,Meda Eternity,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-12-08,2019-03-01,2019-03-01,"98/4, Kithagunur Halehalli Road, Bidarahalli Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/171015/000200,332,Sowparnika,SOWPARNIKA PROJECTS AND INFRASTRUCTURE PVT. LTD.,SOWPARNIKA THARANGINI PHASE I,Bengaluru Urban,Anekal,Residential/Group Housing,2017-10-15,2019-12-31,2019-12-31,"Sy. No. 112/1, situated at Ittangur Village,, Sarjapura Hobli, Anekal Taluk,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171015/000472,335,Hoysala Projects Private Limited,Hoysala Projects Private Limited,Hoysala Ace-II,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-15,2020-01-15,2019-01-15,"Hoysala Ace-II Apartments, Sy.No65/2A & 66/1, Byatarayanapura Village, Yelahanka Hobli, Bangalore North Talu, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/170915/000194,339,Skylark Arcadia Private Limited,Skylark Arcadia Private Limited,Skylark Arcadia,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-09-15,2018-06-30,2018-06-30,"Sadaramanagala, K.R. Puram,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171208/000574,340,LINEA PROPERTIES,LINEA PROPERTIES,LINEA SUNFLOWER,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-12-08,2018-02-28,2018-02-28,"115/4 Dodabele Road, Kengeri",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/171014/000313,342,Janaadhar,Janaadhar India Private Limited,Janaadhar Shubha II – Cluster 1,Bengaluru Urban,Anekal,Residential/Group Housing,2017-10-14,2018-07-31,2018-07-31,"Attibele Anekal road off M Medahalli Village Bangalore 562107, Bangalore Hosur Main Road",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171014/000523,343,MAHABALESHWARA PROMOTERS AND BUILDERS PRIVATE LIMITED,MAHABALESHWARA PROMOTERS AND BUILDERS PRIVATE LIMITED,CLASSIQUE EBONY,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-14,2018-03-30,2018-03-30,"WARD NO 2 RAMANSHREE CALIFORNIA, YELAHANKA",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171014/000618,351,DF SILVERLINE CONSTRUCTIONS,DF SILVERLINE CONSTRUCTIONS,DF SILVERLINE QUEENS TERRACES,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-14,2018-12-31,2018-12-31,"#12 CHINNASWAMY MUDALIAR ROAD, VASANTHNAGAR, BANGALORE.",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/170915/000208,352,Prestige,PRESTIGE ESTATES PROJECTS LIMITED,PRESTIGE KENILWORTH,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-09-15,2021-09-30,2020-12-31,"4/1, CUNNINGHAM CRECENT ROAD, , VASANTHA NAGAR, BANGALORE",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171014/000283,359,Century,Century Real Estate Holdings Private Limited,Century Ethos,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-14,2022-09-30,2020-12-31,"Century Ethos, Amruthahalli, Yelahanka Hobli, Bangalore North",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171014/000211,360,Alpine Housing,Alpine Housing Development Corporation Limited,alpine vistula,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-14,2021-07-30,2020-10-30,"Sy No 139 Seegehalli , Whitefield",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/170915/000216,364,Prestige,Prestige Southcity Holdings,Prestige Gulmohar,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-09-15,2019-12-31,2019-12-31,"Sy.No.74/2, Horamavu Village, K.R.Puram Hobli, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171014/000258,365,HV Ventures,HV Ventures Projects Pvt Ltd,Habitat Eden Heights,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-14,2023-03-30,2021-06-30,"Sy. No 186/1, 186/4, 187/1, 187/2 & 187/3, Hoodi Village, K.R. Puram Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171015/000215,367,Stumpp Schuele and Somappa Private Limited,Stumpp Schuele and Somappa Private Limited,SVASA HOMES,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-15,2019-08-31,2018-12-24,"#13, 5th Main, , Mata Sharada Devi Road, KG Nagar,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/170915/000222,373,Kumar Properties Pvt Ltd,Kumar Properties Pvt Ltd,Kumar Kino Platinum,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-09-15,2022-09-30,2020-12-31,"Site No. 214 Nataka Rathna Gubbiveerana Road, , Subedar Chattram Road,Nehru Nagar, Sheshadripuram, Bangalore-560020",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170923/000226,378,Platinum Properties,Platinum Properties,Princeville,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-09-23,2018-06-30,2018-06-30,"#48/4A,Mylasandra,Opp.Kengeri Lake, Behind Kengeri BMTC Satellite Bus Stand,Mysore Road",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/170905/000229,382,Godrej,"Godrej Construction Projects LLP.,",Godrej Avenues,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-09-05,2022-02-28,2021-05-31,"Sy.No. 60/1, 68/1, 69/2B1, 69/2B2, 69/2C3, 64/2A2, 64/2B, Singanayakanahalli Village, , Yelahanka Hobli, Bangalore North Taluk, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171014/000270,383,Total Environment,Total Environment Living Spaces Pvt Ltd,Learning To Fly,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-14,2024-09-30,2023-12-31,"17th Cross 29th Main Road, J P Nagar 7th Phase Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170916/000230,384,Puravankara,Puravankara Ltd,Sound of Water Phase 1 by Puravankara,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-09-16,2019-12-31,2019-12-31,"Kammanahalli Village,, Begur Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/170915/000232,385,Alekhya Property Developments Pvt Ltd,Alekhya Property Developments Pvt Ltd,Adarsh Lakefront Residential - Phase 1,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-09-15,2025-05-30,2020-12-31,"SY.NOS.64/1, 64/2, 64/3 & 64/4 AT KHATA NO.1871, OF KAIKONDRAHALLI VILLAGE, VARTHUR HOBLI,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171013/000233,386,Godrej,Godrej Home Constructions Private Limited,Godrej Eternity,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-13,2022-01-15,2020-04-15,"Sy.No. 18/1A and 22, Mallasandra Village, , Uttarahalli Village, Bangalore South Taluk, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170916/000235,387,Puravankara,Puravankara Limited,Purva Coronation Square,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-09-16,2019-09-30,2019-09-30,"Sy No 102 Ward no 195 Kothnur Village, Uttarahalli Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170915/000236,388,Purva Star Properties Ltd,Purva Star Properties Ltd,Purva Westend,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-09-15,2018-12-31,2018-12-31,"No 1195/55/5, Hongasandra Village, Begur Hobli, Hosur Main Road, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/171031/000239,390,Signature Dwellings,SIGNATURE DWELLINGS PRIVATE LIMITED,SIGNATURE CLASSIC,Bengaluru Urban,Anekal,Residential/Group Housing,2017-10-31,2019-04-30,2019-04-30,"Sy No 71, Sompura Village, Sarjapura Hobli, Anekal Taluk, NA",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171014/000245,392,L&T Realty,L&T Realty Developers Limited,LTCEL RAINTREE BOULEVARD CL1,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-14,2020-12-31,2020-12-31,"Raintree Boulevard, L&T Campus, Bellary Road, Byatarayanapura",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170915/000243,393,Prestige,PRESTIGE ESTATES PROJECTS LIMITED,PRESTIGE SONG OF THE SOUTH PHASE I,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-09-15,2021-06-30,2020-12-31,"52/1, YELANAHALLI & SY. NOS. 14,16,18, 19 & 20/1, , CHANDRASHEKARAPURA VILLAGE, BEGUR HOBLI",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171015/000244,395,LGCL,LGCL URBAN HOMES (INDIA) LLP,LGCL UNITED TOWERS,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-15,2020-06-30,2020-06-30,"Muncipal No. 234/134/134, BBMP Khata No. 134, Sy. No. 20/4, Kadubeesanahalli Village, Varthur Hobli, Bangalore East",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
